,loss
0,0.9582730494896777
1,0.9494036341431683
2,0.9431809067681803
3,0.9354063460306192
4,0.9282007305351231
5,0.92611145698623
6,0.9239946808257303
7,0.9229755446663928
8,0.9184791437724613
9,0.913726810223221
10,0.91017065486497
11,0.9081136431114165
12,0.9042990752071552
13,0.8962520582690785
14,0.8895680384094629
15,0.8872523365626108
16,0.8789053781269075
17,0.8707337350057776
18,0.8628547169730849
19,0.8538185517504873
20,0.8458030630732921
21,0.8394688743198836
22,0.8309152916727699
23,0.8251070009732211
24,0.8199556360333637
25,0.8108080705525974
26,0.7997348191082899
27,0.7924854031013441
28,0.7816412464787234
29,0.7784208117302974
30,0.7661582808893115
31,0.7584010820909254
32,0.7545130490264781
33,0.7344626156275891
34,0.7302045318169548
35,0.7197024773441978
36,0.7478212429776472
37,0.7181742588032485
38,0.6975445570212928
39,0.6969369158935662
40,0.674734626750868
41,0.6698103591566992
42,0.665805613844423
43,0.6607682614072232
44,0.6590245314975927
45,0.6557617863510656
46,0.6436233247920189
47,0.6196372902257019
48,0.6083470206803308
49,0.6057305207268905
50,0.6208807678914682
51,0.6211989553317611
52,0.627692802227665
53,0.6051330529721354
54,0.5856755994795069
55,0.5815663275088285
56,0.5806841381246071
57,0.5640721036964254
58,0.5617660614040183
59,0.5564383580344191
60,0.5415469467357306
61,0.5291349983799408
62,0.5193882689445203
63,0.5345815266013234
64,0.5359315020709332
65,0.5183637189589144
66,0.5161411959626676
67,0.5051180623768209
68,0.49997113369385876
69,0.4945616020882338
70,0.5030297177898125
71,0.4892989427638169
72,0.48087279120368026
73,0.48386089927691783
74,0.5044486798725637
75,0.539920290231749
76,0.5273574496948085
77,0.503288395176394
78,0.48383514922529225
79,0.4620248587097586
80,0.4544124011796795
81,0.4464608306787678
82,0.4414408916531996
83,0.43661691848841155
84,0.4324986585351826
85,0.4286648225428536
86,0.4246392254992993
87,0.42197517065110374
88,0.42183303866256966
89,0.42162381689448303
90,0.42265836594715667
91,0.4546012264610933
92,0.4329022997044728
93,0.42221700686056757
94,0.421633633839326
95,0.42092144263194103
96,0.4164740152715218
97,0.4082780098961649
98,0.4068858901938571
99,0.3999614318747554
100,0.39292278528412994
101,0.389680780076923
102,0.38330110457859856
103,0.3840807230194824
104,0.3813063932195522
105,0.3815981851590748
106,0.38812103681335575
107,0.38601501846555086
108,0.3908247336684305
109,0.4512115604524366
110,0.4644749734748824
111,0.5640279535285909
112,0.5216716613887898
113,0.4458262062246758
114,0.39998441912973626
115,0.3801195380101642
116,0.3703033984976437
117,0.3635527085375724
118,0.36026188511749146
119,0.3568145554109593
120,0.3533548190219999
121,0.35236820285982606
122,0.3507850138687343
123,0.3513989154403207
124,0.3438348487412987
125,0.3435863476757801
126,0.34062734926476185
127,0.3414596483200046
128,0.33716949138910896
129,0.3359508290221896
130,0.334027779347815
131,0.33568286208879905
132,0.3381156649464078
133,0.33763058919995725
134,0.3434655320310779
135,0.35069492324915197
136,0.3563669488698455
137,0.33624105461360176
138,0.33041755304255865
139,0.3246824379086317
140,0.31711550003735717
141,0.31331736287160983
142,0.30966317039793556
143,0.308261687672351
144,0.30652244375480425
145,0.30738129322138275
146,0.30586144788341035
147,0.30778175087312465
148,0.3012198383544803
149,0.3075771678852831
150,0.31773647698949553
151,0.3076345203960416
152,0.3088658644408043
153,0.3186030036905921
154,0.3402394135868784
155,0.34094664531210267
156,0.33198161069379944
157,0.3156414299776626
158,0.30731699370227367
159,0.2964698212680519
160,0.2880664478423605
161,0.2837320032667032
162,0.28073603681757264
163,0.28074990880255496
164,0.27797067792952485
165,0.2776405210165164
166,0.2795252285568011
167,0.2838676022265249
168,0.2784832249336324
169,0.2768153694758587
170,0.2779322447010734
171,0.2830324373770797
172,0.2782064186164596
173,0.2770570214102152
174,0.27859900478106
175,0.2773499784498642
176,0.2754082302952531
177,0.29507775119841434
178,0.28266214069800555
179,0.2767752380331638
180,0.2750791324619114
181,0.2807271992292445
182,0.2788601540065069
183,0.2825021332759492
184,0.28585549167438085
