,loss
0,0.9443859229082195
1,0.9399564231695646
2,0.9323691267574477
3,0.9226567685551276
4,0.9175816406094216
5,0.9141131811468983
6,0.9114535766447938
7,0.9083692260195111
8,0.9057254107883944
9,0.9028054495797283
10,0.8991829242238899
11,0.8946785352311297
12,0.8900249235687081
13,0.8851739524116474
14,0.8795766883293866
15,0.8734436351725228
16,0.8667431179464873
17,0.8615800443187197
18,0.8536446931566155
19,0.8418437191712523
20,0.8361559978658029
21,0.8263997653951886
22,0.8182530311728942
23,0.8106976820316639
24,0.8021998312522362
25,0.7977826129080227
26,0.7893354934957517
27,0.7812273941901829
28,0.7732256108197277
29,0.768890356215824
30,0.7637963415295554
31,0.7651906500843013
32,0.7528063476191303
33,0.7400050393535706
34,0.7335789917361882
35,0.7196467257053094
36,0.7004362086656527
37,0.6828567424232258
38,0.6742795988441969
39,0.666611770843605
40,0.6725056652609125
41,0.6573453890926353
42,0.6413641639050887
43,0.6256278986599136
44,0.6734197350140395
45,0.6189527434801999
46,0.6183787325955414
47,0.5938484541787177
48,0.5959794085242468
49,0.5864436955621459
50,0.5624333110474
51,0.5482960443425807
52,0.5371138964049362
53,0.5359810970521152
54,0.5419137181641549
55,0.5469952756674705
56,0.5311849463427334
57,0.5347361503159404
58,0.5242398552077171
59,0.5393388827880474
60,0.5055870457532933
61,0.4900424041473147
62,0.47995441915212816
63,0.47261103489716816
64,0.467150115368755
65,0.46076131107042795
66,0.4564472759342795
67,0.4521911657932895
68,0.45113816533667594
69,0.4491060429574374
70,0.4497327387403343
71,0.47339569309498203
72,0.4628386928656994
73,0.44228014426820156
74,0.42962367286558645
75,0.42196721985625113
76,0.4219759982600133
77,0.42125867016381663
78,0.4213559229679585
79,0.42384542546236126
80,0.45541717147571265
81,0.501198599711442
82,0.4720420215767451
83,0.4783687415866929
84,0.43654710921822404
85,0.43309730519667156
86,0.456220092997982
87,0.4061834628878263
88,0.3963683625083826
89,0.3890234975627718
90,0.3838130006138947
91,0.37972829446883216
92,0.3778457073843258
93,0.3746533135891947
94,0.3717780488742389
95,0.36921894451432363
96,0.3662414689727682
97,0.36411181962034656
98,0.3615219111445383
99,0.360212560501001
100,0.3582004026288637
101,0.3549725152185321
102,0.35161076498728844
