,loss
0,0.9502879171342244
1,0.9435737452272576
2,0.9403466936387945
3,0.9354907447893536
4,0.9268998959071428
5,0.9219435962113859
6,0.9190489805669083
7,0.9159508992649552
8,0.9126693199064273
9,0.9092012604660373
10,0.9063161197868683
11,0.9027940517253261
12,0.898231195530627
13,0.8946145591623528
14,0.8903347423046456
15,0.8853672508250618
16,0.8799833908120328
17,0.8725460823123931
18,0.8651636715075873
19,0.85881058811878
20,0.8495941707657111
21,0.8424349217355707
22,0.8350791675455841
23,0.8284804315548338
24,0.824561260416116
25,0.8100809094961171
26,0.8122091691726995
27,0.7949475455309263
28,0.7947227094081474
29,0.7800000345056772
30,0.7715605830316469
31,0.7714030631530137
32,0.7553673087472943
33,0.7577025843084505
34,0.7483848136392833
35,0.7479576426081123
36,0.7326919646352206
37,0.7289690442589835
38,0.7111170644523533
39,0.7060782067438789
40,0.6907590190902825
41,0.6926435952075948
42,0.6766867434771342
43,0.6766693674659527
44,0.6782936906810983
45,0.6629221962788058
46,0.6661066113315993
47,0.6428425406394306
48,0.6252238651136645
49,0.6251183462195629
50,0.6143513454933298
51,0.599483279631817
52,0.5943266874955284
53,0.5915826549278344
54,0.6098561396484827
55,0.6039069744089657
56,0.5866560310682124
57,0.5850978572626534
58,0.5637373716782594
59,0.5526222431453752
60,0.5480206038528965
61,0.5418512016959869
62,0.5347903669509078
63,0.5182815817446295
64,0.5639546671609124
65,0.5470893079255565
66,0.5264892988340977
67,0.5258560955656154
68,0.5284293187297986
69,0.5043731342272234
70,0.4883178559387482
71,0.4803073553255448
72,0.47392324737489055
73,0.4735171653542858
74,0.477592753021173
75,0.4744807559684033
76,0.4677006653235015
77,0.48396241088357017
78,0.47897141660586473
79,0.4630960488819894
80,0.4674572810716254
81,0.46893535885778764
82,0.4612321234452241
83,0.4501317236445284
84,0.43830884791320945
85,0.4393008070215493
86,0.43410782636337464
87,0.427620997461582
88,0.42304993071509156
89,0.42052869609784965
90,0.4286667159962434
91,0.4253739742281543
92,0.41075421836528014
93,0.40903345260480267
94,0.4017773735033503
95,0.3986343536219141
96,0.4008234836349721
97,0.41082785757203905
98,0.43731075351965765
99,0.4242529332871272
100,0.40676755136625026
101,0.39967050303376883
102,0.4094302190857606
103,0.42141730783454096
104,0.3889232915285458
105,0.3781067746807026
106,0.3712357376930751
107,0.3668938567386712
108,0.36543424751096193
109,0.36191514192778407
110,0.3593815023782216
111,0.3707119059274119
112,0.3685028927483775
113,0.3601382348690947
114,0.352843667711657
115,0.3488584324903113
116,0.3467226563393471
117,0.34390301094830106
118,0.34522333746875516
119,0.34121654978618415
120,0.3426339942415635
121,0.3421288634331986
122,0.3397257203837148
123,0.33576441091040427
124,0.33783574522667115
125,0.33488216591484815
126,0.33114803178919133
127,0.33558787891619557
128,0.33558089565672805
129,0.3336764694834723
130,0.3273386868871614
131,0.32573026589309895
132,0.3237227996300147
133,0.3312196750425823
134,0.326745806786491
135,0.33182023126780147
136,0.3268341944310118
137,0.3192849523268487
138,0.31314096704586386
139,0.3125277088978244
140,0.30774847778475584
141,0.30415221860175057
142,0.302803548165908
143,0.302185258340553
144,0.2991586588876896
145,0.29893462270103144
146,0.29688193746339175
147,0.29772092375340065
148,0.29929634742812966
149,0.30099042897760364
150,0.3004929420698019
151,0.29547480341120386
152,0.31103945221466056
153,0.2931365955721283
154,0.28859968534934566
155,0.2880472184640425
156,0.2856234607057382
157,0.28398779815294123
158,0.2828686721518175
159,0.2803637910022128
160,0.2812663897416974
161,0.28145871500908587
162,0.2807332374583578
163,0.2734666475513557
164,0.27069293519024773
165,0.2688526056075297
166,0.2686081681207463
167,0.2728998885696171
168,0.2932259165477973
169,0.30781260989501613
170,0.34986929247337634
171,0.33067410439851536
172,0.31661852878732055
173,0.29438476391097734
174,0.27665378326043494
175,0.26120300146770936
176,0.2559860467150442
177,0.24857722259623882
178,0.24434315239918572
179,0.2422769152663735
180,0.2396471489680345
181,0.24025273292900545
182,0.2382788437318735
183,0.23902049546334675
184,0.23736883320405258
185,0.2357692967931182
186,0.23284025783338141
187,0.2299044190169985
188,0.22869287548132478
189,0.2279126311118414
190,0.22757058669676403
191,0.22724476955043785
192,0.22430150195740706
193,0.22147263974915216
194,0.2201550760500615
195,0.2199952211403114
196,0.22056295302149856
197,0.22136675142568965
198,0.21567013473899166
199,0.2137766998738661
200,0.21405646381708884
201,0.21794568494339456
202,0.21423541643728258
203,0.2134658705372799
204,0.21399476196857856
205,0.2122342170224749
206,0.2137982127458372
207,0.21051900561744785
208,0.20372787474472392
209,0.2062458451186236
210,0.2059710935662194
211,0.203695808613262
212,0.19890456472764106
213,0.1974873073629559
214,0.19560954665301938
215,0.19511811145760535
216,0.19491752476553784
217,0.19657300539275832
218,0.19898771692490952
219,0.19174788742000293
220,0.1935651324249358
221,0.1900972267017876
222,0.19545046996524315
223,0.19473565526100084
224,0.18694312846255906
225,0.1882604772113518
226,0.1833882753229515
227,0.1856142136168413
228,0.18376283406876043
229,0.18159856507461106
230,0.18012127357315424
231,0.17916715581549272
232,0.17957927302489946
233,0.1808996850489229
234,0.18360988753250967
235,0.1850605184094836
236,0.18398586731567207
237,0.17774924929839342
238,0.17519609895024063
239,0.17527248189841088
240,0.17507294946798793
241,0.17531025211834533
242,0.1751591658864025
243,0.17426375448164955
244,0.17395773649742538
245,0.16962121117092271
246,0.1697153927344498
247,0.17063558929330042
248,0.1703654411699744
249,0.17292697149953387
250,0.1738686976589894
251,0.17109212022785109
252,0.16996789402741896
253,0.17304726646649593
254,0.17481724002206597
255,0.17381875877904338
256,0.1737365890466434
257,0.1721350741301401
258,0.16993440403283097
259,0.16921701881542126
260,0.16396870510484282
261,0.1582300966166262
262,0.15609505191571074
263,0.1552354593837223
264,0.15534609320018605
265,0.15373469774815968
266,0.1493719089678992
267,0.15091647887688509
268,0.1512836846854132
269,0.15528242339710482
270,0.15721453576022815
271,0.15552275414122496
272,0.15382998688434588
273,0.1619155832434237
274,0.15870302458031438
275,0.1668502495722533
276,0.1630344376111663
277,0.15948825707010306
278,0.15902055805648557
279,0.16319233430837618
280,0.16394257347158228
281,0.16101681805964502
282,0.15997711642708534
283,0.1578303098397209
284,0.15071763868143204
285,0.15495689605711072
286,0.1494516067329589
287,0.14589458965318852
288,0.14146666683768497
289,0.14356157678456707
290,0.14256117891934847
291,0.1425791488187339
292,0.14196719118166085
293,0.13608269676919346
294,0.1439224385195058
295,0.14003446536245667
296,0.1362985120079708
297,0.13335211065404384
298,0.13434866212784358
299,0.13242262406532856
300,0.13432406619424656
301,0.1401508443234148
302,0.14695765915621997
303,0.14317348193827764
304,0.14201069442430334
305,0.149585504077342
306,0.14947707061429444
307,0.15563074495177903
308,0.15019715218454924
309,0.1453581487871452
310,0.1417623897239883
311,0.13672543832244238
312,0.13433579472520352
313,0.13456289341479433
314,0.12797459882155343
315,0.1279268442099714
316,0.1239472538615959
317,0.12342696184611981
318,0.12218787332539484
319,0.12177771979897269
320,0.12206919549063729
321,0.13390319259644945
322,0.13259415539238242
323,0.14025152688670128
324,0.14938285579256094
325,0.14671762690528803
326,0.14060599851100594
327,0.131676050623697
328,0.13554170698095105
329,0.13151063208493327
330,0.13192581858930458
331,0.12710768552837529
332,0.1247508195376674
